business_id,review_count,stars,state
kONNUpwvIsgpooLoYVtfCw,26,3.0,NC
ZvtELJTUOh0yRrPxyyiakQ,409,4.0,AZ
0_t3hXUBkqhiiqHjlqFLHQ,3,2.5,AZ
CXNioV5b1zCS04EcENhdbQ,31,4.0,AZ
GTuAPBRsM5dVPqPy9oe14Q,292,4.5,AZ
RsQdAT-eFwWpzy0t2SiReQ,33,3.5,AZ
Ltx2IhMJd4VkkZVoIibBhQ,4,4.0,QC
LwFlN4-f4cPHx6-gk8HlUw,10,2.5,IL
wXNHLkDkh0HKGJeYVnpafQ,100,4.0,PA
_MHUEErH3KW_KvVSOjyYhg,168,4.0,AZ
zMLuz0uKeWV0oF-xgAgWqg,16,4.0,QC
53BSdnhzcCBfBH_6TgX63Q,238,3.0,AZ
nO7BvciHvf3xWXsTHienVQ,54,4.5,ON
l0_1vTmL0rzNE3JxIZPpdg,7,3.0,OH
T_O6vtc1z2LZAQaeHBdZHg,8,4.0,AZ
oV9_slU6cQnVxhYj_6ZYdw,16,4.0,PA
W1vydY_gBcNQVsOGlkdtDA,52,4.5,WI
Mnu3EPpuzu3UUN1PIwFRoQ,156,4.5,AZ
1U-O-mNmZjIOse5kaUYa_w,17,4.0,QC
qNNteLIF7EILuqAb4IxECA,6,2.5,ON
vWnCZVeggUGMd_cXlBohwQ,130,3.0,AZ
r9274utz94-FsCFEUPNWag,23,2.5,AZ
HZuzY6nCEnz39nyloDCV8A,30,3.5,AZ
O_VbULM34sYCVMwYDaKagQ,12,1.5,OH
JEx1kAQjs49LuAgmbDknZg,5,2.5,ON
ymCESYHxTlGgvrMIB8VY0A,16,4.5,QC
xv-A7RZuC5Qlxu9CEzuyig,44,2.5,NV
4zmB6a8s6F-u46JYVixmrg,11,3.5,ON
Kl1KqK12sxvyiCGqTmJVEw,39,3.5,QC
lr24BCFNXmnFsIXk4utUjQ,26,4.0,OH
avGmPXo_pwgQrIvEBgNrRw,8,4.0,AB
AYle9bIhjpA-Sk94N8W7VA,5,5.0,ON
7adoEC9c6etjbPM1l4tm8g,6,2.0,ON
wzrrUemQ6pUeZRfISnoYbA,10,2.0,ON
jw16yMOp1f3rryUMeQL48Q,14,4.0,ON
o2uZemnFnlyEV0YDEiWBIw,97,3.0,ON
haGstZfcH0IeRPncH2oFPQ,78,3.5,OH
Vu2C9npNSaHLYM7lvkKJJQ,82,3.5,ON
mactLKv5GEgj6FdsYkdLVQ,9,4.5,ON
lK_iVjCur58if_XcbENGqg,65,3.5,PA
98V9R-7YT20KmcmJyMiJmg,94,3.0,ON
UUlp5Pkpq7w5pOiX6esJ9Q,10,3.0,ON
YjJnGaqvCpxspBLxXrOA9w,71,3.5,PA
UTBqWdYfrKhLA8QHV1eX6Q,9,4.5,ON
XaeCGHZzsMwvFcHYq3q9sA,7,2.5,PA
umxki_So2--o08q9bkXK6Q,405,4.0,AZ
at5Oj1aprhbFuqwojBIkqA,10,4.0,OH
EMdlJvCTuT_sylNzcElSLg,157,3.5,NC
7ExQwvixD7FhnBRFVhpPcA,54,4.5,NV
H_ngMvvTOse6N5scXHDZdQ,6,2.5,ON
oiv2xp6xWX8ZLgrKDsKdrA,10,2.0,PA
DtERMhgmOnKX2G4ln3MR4g,29,3.5,ON
Cyx3b78zHXRNDDUTI3OMcA,13,2.5,ON
v0YATh4rCiPlBpSyNmh3tQ,124,4.0,AZ
LkgeiQH-wF0X0jXzqLD2jA,10,2.5,SC
DPIedb4W9ySZLA_UZkXfDA,6,4.0,AZ
PEbPiaD9K2m02q8nPcDTeQ,3,2.5,ON
hyJboRkFYvJ8kaMY9ZvUGg,11,4.5,PA
jpOT1ctnCzl-zWXR4Uyu1A,11,3.5,PA
46UHF46E1z-W2dOmhv-Fng,56,2.5,NV
CKJnoUSWocdVIj6Fqbgm5g,57,3.5,ON
xjjxHavx4RIiW6zS6rasGA,654,4.0,AZ
_W-qUlstqSuWZzvIOxTEXw,8,3.5,ON
hUh6seqyfwBk_xX6NZiYkQ,5,3.5,ON
ko9dETTvmKgqFuxJ2jbLtA,34,1.5,NC
yGwEJqqI9oLsRuliqDRAlg,14,4.5,PA
LXVwq9kk7ThMVxsPtRjbjQ,33,4.0,WI
q59bs_q7cmpEAU3vMg4t2w,3,2.5,ON
AhdG67rTB8bufF4x-DfKPg,100,4.5,NC
b1Dfmn7cmXU3GnlpNHnH7A,4,2.0,NV
DYNeABXl0-ZviedEXX-gUw,4,5.0,NV
NPQE0JvwjmFca83ZuAXutQ,20,3.0,ON
7CQsM9nN53hOWRzBPSesJw,12,4.0,AZ
l7qewKwTevZhOb5sKPdoeA,16,3.0,OH
NfWzovc-t1JKJH-hvHiI6A,8,3.0,ON
gWZOW4-8N5dLixQAlp8iRg,35,3.0,IL
xkI2WIzHV-ft13P9GOMY_g,16,4.0,ON
K9prSIqnZ9lEjlr1FPpUjw,3,2.5,AB
yY9XOQ1Baozl8HGK4mN76w,235,4.5,AZ
Y_nkHYkQY4xEyCf9ObLZbg,53,3.0,ON
EFq1p7Nm1SkCqT2RQWI67A,15,3.5,OH
DhOvRBU3IXi_vClfRWz4KA,9,3.0,OH
kxY-Dl71Qs17ldk3HlMPAA,4,2.0,QC
7ge2DIxgQAl20_wr4yUgsA,195,4.0,AZ
2ArkDGIgaSGd58dYFEOEVg,14,2.5,QC
_ViSO2BiH83t0p1lrUddqw,3,3.5,ON
lLic_tTBtffezuq9RAuYPg,9,3.0,AB
WoiF62tItSFtgO6gLrj_Hg,5,1.5,ON
O3BVb5A0djGMi8jAfr0-Lg,25,2.0,PA
DbJco15A2QEk26ZXZ43rOw,8,3.5,OH
lpm1DmC45R4paaP3kiwM5Q,31,4.0,OH
QjEob2WSROiBPVjh0-BfxQ,33,3.5,OH
vBWJ7jAj4za5hXZKN0T1JQ,50,4.0,OH
DkIEhR8behaIoSexekWV0Q,402,4.0,AZ
5Day_lf10DyvKk9tmKqjRA,103,5.0,NC
4aFGbJ38vOt_DZ9woQ9sJQ,5,2.5,NC
qKOFjSSUM4cftB0FTpL_7g,43,3.0,QC
HLKRpb4q4RpPPi9H5EZ8GA,4,2.5,QC
5knOqCWniwFbDlznijP3bQ,7,2.5,WI
KbgfH1qMvnhMc7MSMZDs1Q,14,3.5,OH
7yIHC8KsR5OaE_7MgEBVhw,827,4.0,AZ
kExmc2lS8BhFFlh9sjvuSA,51,3.0,ON
R_epGBO7Cr1M0Ftc0JKV7w,138,3.5,NC
LvsSh7ojoyCjNqqrl95iwg,5,3.5,QC
9QgxFnsLqB1CHCA0F2bGzg,43,3.5,ON
icco2swWSWYyItdI_ktyvg,4,4.0,PA
5X3dzKWnBdV-KmxdGEPb_Q,52,4.0,ON
gcf4gxFDSGJ5Rf-F40y3-g,6,4.0,OH
v7ZFEEqJBg_r8NCwHRP_2A,3,4.5,NV
a4u2xhZQ8KXLPeGkoPdNOg,3,2.0,QC
3YyG6npW4_PbreY6lGwmYg,46,3.0,OH
TZ-oDZBnvDVwD66uB3HDew,6,3.0,AB
O2IPbv7l5frXpdwnSZIicQ,10,4.0,PA
kcuGTkK7IzxoK_RgVhHcJw,15,3.5,ON
_ESIk0hZa3MdyxEsOlKv5Q,56,2.5,ON
F56TiSa71Tk4PIQ0HN8oag,98,3.5,OH
invcm-tJDiT_tbUcn4C-lQ,9,4.0,AZ
D4tn-pcvuK8lkv8CidmQig,9,2.0,NC
mT28BMqq4HK-E6Bxr6o1PQ,47,4.0,ON
E2e0ddxVL_G0EzsJaFVQKA,12,4.0,ON
BnXUUv_s12eMbYWds5wjPQ,9,4.0,PA
DWPAFq8HdzGzo2vhKixDJA,16,4.5,WI
ucv_SCACwuW4wEOudO_xyg,6,4.5,NV
VVkHYxdc2nWz0PgYtJ830A,10,3.0,ON
2Zd3yaOcmUTYhIcI2DNfDA,121,3.0,AZ
6frPvwX14wDH8jju64ewRg,54,3.5,ON
KcIalceIg6PSPONvLlI4-w,155,4.0,ON
XXrtiJJfzEFPudXGMejXdA,15,2.0,AZ
3JDe8pcUPaBx3zTm-KfIkg,5,3.0,ON
1zFWG3jsy7BMmfkDyS7IZg,7,4.5,OH
Xl6FT63CXaRSbj4Lq2b7Yg,19,3.5,OH
6cf70OiTGqhn5JtHV4Y0bQ,39,3.5,AZ
oDcTa97TuRsNVg8urdw6qA,65,2.0,NV
_UsAsuvgMCIoiutWDDma5A,14,4.0,AZ
wgN6K4bQh1c_TNDkJ4BbcA,4,3.5,AZ
8oVyhkGvcFd_pXwvxOzOxQ,79,3.0,AZ
69qSUamgUO0mO2TdL5IGDw,6,3.0,OH
nYkbkUkhJA3oa71HkrjObg,43,4.0,AZ
ONeWWLO5lUiyTr3roQxN_Q,11,4.5,AZ
UgcPEMKI7vEIT27rzBIqoA,58,2.5,NV
y1AM7MeCN3HaS7SHnxcBfQ,61,4.0,ON
frwKRRIIR0QMv25IKVDIMA,118,4.0,AZ
An5srxEwSWXdm0AvlYMLCQ,3,3.5,ON
SxvKjtbq5qRlFoXrU8Bo9Q,312,4.5,ON
uzpdcxvlKx5BuoWU3NRHbA,43,3.0,IL
wemlXDzXyS28HMJaVaxVhg,17,2.0,AZ
lblS_Po5aZi_hgH34C505w,14,3.0,AB
s7Pj1mNYqRTGNOXLOiBafw,249,3.5,ON
Tuu_B0QGo7SQUuXW_Nd4hg,10,3.0,ON
y1esDY2vFyaTMf1YlRT7ZA,333,4.0,NV
OCot1y573QeWQVrC5cxyfw,11,4.5,QC
JznTpiPQVpfnV7mEw6PpOQ,14,4.0,AZ
MY-rY-BUoQ9EVQJ5hCXnCA,3,3.5,QC
eHRdn24LZYeRDSOQeCQtHw,6,4.5,PA
yZE8Vwam62qWB5bO0kvp6w,7,2.5,OH
vPkzlkmqIVLcvd1uPFPSaQ,3,1.5,AB
8E6Cu9E0gCg6FgffWXl8mA,9,4.0,ON
Q8fegEPx_6wsaF2R78LA4A,5,2.0,AZ
_MW_OR1UgzWoxzbhcOsIHA,27,3.5,OH
MWYJl-bIxhtQ-4Kg3ENUxA,102,3.5,WI
MMfVS56z0AZXbO3C9vHbVg,43,2.5,NV
oCULDH0GWWLM4GdLSt0Huw,78,3.5,NC
ehRigNzlkRQlvhzKr7PLCQ,56,4.0,NV
l9wGZqFhV4cMWaR1yq5Y0w,4,4.0,QC
-c_MUp1XdJnC8LofTEPLTA,7,3.5,AZ
kXRG_PEpz8G-IUkS1efdMA,8,3.0,OH
ddmNMxRutYVmau5aCTOSow,14,3.0,ON
Q4RSmF0s-AkaegrLFCLEbg,148,3.5,ON
qrCWmo0o3On13ltqOdRgkw,32,3.0,OH
bK6-jk1zpHU-Hon1R4XuhA,3,2.5,OH
QA4o8-YowW3oioS05KR_fQ,41,4.0,QC
6nEKhv-dTrgjjk-9_Sruug,11,3.0,OH
o6RGVDlsqRmQdUbHBlOWwQ,31,2.5,AZ
oRbrnRAXGQetQDbkDhJp8w,880,4.0,NV
8cIudsQlAKFfCTBWzWZb-g,45,4.5,NC
OL_dFyhAt3CVtbbS-DpgUw,29,4.0,ON
rIcEm0o8Xk413HWD4-f2QA,325,3.5,AZ
5G-ulG_g_MpcIYlNzaCMmA,29,3.5,PA
0aDCv4zPhzy7RklHDrnKQg,10,4.0,NV
cDIVM9ho73XXpVFzRNcLIw,16,4.0,PA
qqJkYCUIzGvmtOVtnxznfw,12,1.0,NV
XmxRXzCFkzQK23kkHgUgLA,168,4.5,AZ
obGvwicYna9IlcLUk4zE8w,9,2.0,AZ
ns9GB4Aev-SNAyo4tMXW1g,32,3.5,ON
d_5UYJOwR7cKd1Y7P_k92w,5,1.5,QC
2Zm5YLn5UaQL6J7_2wrRBg,3,2.5,ON
2vQGEfAj_8JXIjNO_Q-EpQ,4,2.5,QC
tjnhgeQky6eShN82X23w7w,4,2.0,QC
EJkk9xdRmv5TY7MtO9l3Pw,9,4.0,ON
OI05LXN440q2I8VqS63wOA,4,4.0,AB
kePOQesdciZkNi8jJkolCg,6,2.5,NV
Mjo5_m4E7T9ELQ0tNiwUlw,4,2.0,ON
zorN6w0y2TWysAomVBM-lA,5,3.0,ON
LdI_mN9SqgSiX-OqQtZcig,63,3.0,NV
NFgkO-KTw93_iY_maw4cjw,4,4.0,ON
OulLyhVNvZOLn-uvV-pGMA,13,2.0,NV
ZVNa1SVZMdMLAXa2u1X19Q,6,3.5,QC
8idRgzKzCZ2l2_d7nUSQDQ,33,3.0,ON
Zt4ljpwfmBufatNM1zPNcQ,367,4.0,AZ
_GcAYVlZtzmruRQ128KJnA,11,3.5,AZ
xRmVk44t0zza2TNld29TzQ,24,4.0,ON
zEaGcSVPDQipnRdEZp-F6g,716,4.0,NV
yGd87bkFijZ6YHrHtW5maA,109,3.5,NV
tVAsBWep7oiqu1Y1OkD5uw,37,4.0,OH
bD46Yt0A_zToPPPE3Lv1cw,63,3.5,QC
17Q4bVyFLxAJiht0lHdj-Q,26,3.5,ON
ZNgtvtGm3geLUEiLsWR9NQ,61,4.0,NC
CwRPGB3WzV3IE4IukRFI2g,30,1.5,NC
3p7mUvZtYocYf8gYEENGxw,60,4.0,NV
SRUHJIKqhvKu2BFDTSoPww,18,2.0,NV
l2Gfm3CA20iCBCBt_GNdDA,94,3.5,AZ
CORVpx0ERdSI4nAuL4l7Ow,18,3.0,ON
yF9G4dJAm94pfnEWzPtPYQ,406,4.0,AZ
rtYKSdUHpQO2Nyqy1-uAsQ,23,3.0,ON
n_xqf8Es-k2XBOneXfYGRg,102,3.5,AZ
dSjGHnS9iw0k0FgVJoSwxQ,8,3.0,AB
9cYuHvnoPhm1UpLvHvoWWw,10,2.5,PA
hJVC-v5GGR8SWs0Stgro3w,9,3.5,AZ
MUGjHMfOhkQ21kVVCpQClQ,4,3.0,ON
MedWQ7ljpXnfyNnXPZaBmA,86,3.5,AZ
TC49g3q2mlZzZvJPlGFrqQ,33,3.5,SC
fMdnlYyN5EMhafyE3dGTFQ,13,3.5,PA
eHL-mjHj4fs4x4z3ohxEeA,13,4.0,QC
FGJpnAGh_mjCYsJPVhV6kA,5,4.5,AZ
AP2Emew9TRYBscY1_yNLDA,50,3.5,NV
SVuK8RGnw0sLxFUMBwrY2Q,3,3.5,ON
8RGoNUEC4QGbpF4af7CDdQ,63,3.0,NV
g6AFW-zY0wDvBl9U82g4zg,317,5.0,ON
5s9pV_v2-o9YlVvkBpQHwg,7,4.0,AB
XiJG_I82LssFbGDIMsHYvQ,22,3.5,IL
rjZ0L-P1SRLJfiK5epnjYg,143,2.0,NV
OEFDnarfWI8sFGTFgax7pA,16,2.5,ON
LX7z8AgnduANKeYu8p1zKA,4,4.0,ON
YstdDnNa6h_ms3Ys7Pz4uQ,181,3.5,AZ
n0tnioUYabmpBrTwmIq08Q,72,3.0,NV
zLlG-v3Q6FKd1p0gfS1SaA,29,3.0,ON
FxAOOxxFgbmG4jCn6FtfRg,4,2.5,AZ
zgAecXWgPlkthxKPR6Dtcg,144,4.0,AZ
v2UKNMDqWN1UaWlK2Ugx2Q,9,3.5,NV
EKzsvcIcSHyPIp_1zezBag,24,3.0,AZ
3FKALmSFRxaTt60y6d4R_A,102,4.5,AZ
DESv2ys6SjBKA4SyDtJvxw,1157,4.5,NV
mzvxXwPKkl7TCK1tEZr5dQ,29,3.5,AB
CqKa_LEbFfhwCVCmcn1Q4g,59,3.0,QC
8z4sC_8dsZiiMWjIPYE_iQ,11,2.0,WI
2koGK8csbE3AIFf7r2dMNw,8,3.0,WI
ehCFJyvrw-1_UUwoVV4L8g,65,4.0,AZ
9K1A2EqSq5dw51K7kEljpw,53,1.5,NV
OIrYGca3yQdxEZQR2yhj3w,91,3.5,NV
WGQpjj6eA6mRBxp4XST6Ig,25,5.0,AZ
SkSkWld_ijmWVEDo9_ztKw,583,4.5,NV
S6-0jpnktGRkLLaePgA_Ng,14,2.0,ON
vRH_EJYGpvSl9lxyPwdbfA,13,2.5,QC
6pcroix7O1oKrr4mr3lkmg,8,3.0,QC
729grSa1Wsn-hfv7D5uOxg,34,5.0,PA
NBYN4Nks_EsPHyAlJ_mdNw,8,4.5,QC
YZoCp2VEeQBHVivrC5G0CA,19,3.5,NV
4L6LGSO4wcGEHcIlswed1A,4,3.0,ON
6CcXCWwwnp_NYQm5ya3wAw,96,3.5,NC
6okGKL2PA7kkc-GjZzNHnA,225,3.5,WI
bPq5Hu-kNhzUVE6H_vywyg,35,4.0,ON
EIuQnz8hkrpt-AzaJd7qVw,3,3.5,AB
-BVqCPibTNPCNeT0uJsiRg,12,4.0,ON
oltWoU-oOzz7MZQ94Mn8vg,8,3.0,NC
_mg5bYknpZgaWSfjQVmrJQ,409,4.0,AZ
-2dlgoN1ass-zmrE5rqHGw,7,1.5,PA
5wpy0z2KSF7buUtiCEquWg,4,2.5,ON
VfaxW4igH57KHsIHR-W7Nw,18,2.5,AZ
c-XMctLK6QAy1NjLSkcLRA,3,3.5,AZ
sdtuMIYWPVAL8FGwnq2zSg,6,3.0,SC
2GEr8-FpENQQPdmCrIWMYw,7,4.0,AZ
hUCujBvgttk5jNh_uQwi2Q,264,4.0,PA
eBj_YyJU5jVu6tbZCkdtDA,618,3.5,NV
p2RqycIW2jzjbQnkEw5lkA,37,2.5,WI
oH6QAuoTLFaX97oqqpLTMg,383,4.0,NV
B7G_2Hx8Rx8l6oQ6K3n5Uw,160,3.5,AZ
oeM0DDW5_85ZlZftf0E6nw,6,3.5,PA
s3IGdZxgCiFNkifWXEAmpg,21,3.5,AZ
TV0OmN6l-fhm21AStlpn1g,30,4.0,NV
-rh_JBOdKDOTKGm1HyTaDA,4,3.5,AZ
OTDogJk9hVcM0oT_ia_09g,39,3.0,WI
KeIqRb20ZvobfdZoFVYhRg,3,3.0,QC
IYeVJn_RUfyjxfRpD7QzMw,15,2.5,ON
sOXRk5TkFrz3pKzUYF1EEw,9,2.0,OH
JCMnL6-pbWmG7xSVkdBuoQ,4,2.0,ON
C7bK6Sd0LcvH7SOAjQu3LA,35,3.5,ON
HtDqG-J4yumWEVf-YA4Tdg,9,4.0,AZ
CcMi0EM4KFqa_4hVe1oN3g,3,2.0,NV
r5MMmd9OY8TwbUjUnVSLNA,4,2.0,ON
wuYKpHyjIfyvMR9YlwHn6Q,86,4.0,ON
OAsYaD7nLC2kDuqO4uaoIQ,76,4.5,PA
scDoMngWB0k37qgb7Ec-tQ,23,3.0,ON
Cvor72cgP6IjBhE46hrdVA,4,4.5,QC
KNpcPGqDORDdvtekXd348w,30,3.5,PA
41LcUz0kXaYHiMf8rUS_aQ,98,4.0,OH
AM0J_Zqno6HS_w2WMEsxNA,17,3.5,QC
dmvhmb1bopqnSg1ofF59uQ,3,4.0,OH
tGX2FQJnPlWSCbkzM-x7_w,31,3.0,WI
cMkL8AfcYJKYMceG0oQ5NQ,5,3.0,QC
mlXQFMNrCFgnOjQhylD9yw,14,2.5,NV
-nZwVZqlk_ET-dpTtvEqPw,6,1.5,OH
cB7NQC9wlbqmhL7XTPyeUw,40,4.0,AZ
A-z-E3m-wgvsQLZuPGFZXg,9,3.0,ON
6l5ES0YHypA-JCk7naGBjg,4,3.5,ON
LRWM3vktESJJEYpBs-_x4g,56,4.0,NV
cKM7-GGHYgXwTG4qjZ8xAg,8,3.0,PA
tiFevYR9YxQAOHmLhQBsSg,4,3.5,ON
y60_fXf3otzY-i2SyEfxcg,23,3.5,ON
AoKRsxts46M2bCIqBukirg,27,2.5,AZ
YsQ4Abm2E7lozSvP3ZfVWw,81,4.0,PA
PFf0rzMI-Es6X0AtHlNPbg,5,2.5,ON
I9I3wIHFDz1rxVqbltk7NQ,7,4.0,OH
vaOeSb5w8uCZFhyrU8VfJQ,4,2.0,OH
j3IEZP4nQAt7fkxmerLMbA,557,4.0,PA
cdLjMoQPRtdWN4g6LW650w,153,4.0,OH
RQVuRJGzqJ9KnVW65QiydQ,19,3.5,ON
9erZGKcy5FmPVAsSVsFmpA,5,3.0,ON
GO6HVcOtwuIOSzys6Qut9w,21,3.0,OH
zHqydarL53YWMjuC0UglSA,18,2.0,AZ
galEX_f54SIuh_BdzURK4A,41,2.5,AB
_0W9-Gkjkcct8vcStBU7iQ,10,3.5,PA
7qTFzvJkxMDZ3Re-l4nQ8A,8,1.5,NC
fAlKTsfsUF6A5iujEI2Z1w,894,4.0,NV
fBc7O6Vw659tnWzRFNYG4A,10,3.5,ON
J8SfgzBJeQHnrmsokUpmQw,11,4.5,NV
laQvP0n4dzbwVdgyXa1d5g,9,3.0,NV
w4a6TuFWArSc29dB51rPNA,299,3.5,OH
2_jWcWOew5DA6wR7_eH36Q,29,4.0,AZ
pt7p4klGicvPZe04mhhVGQ,133,4.5,AZ
2uJoVAx6SZBPTu925vy_bQ,4,4.0,AZ
2TiUf1qQg9JV4YHgc01yJg,19,3.5,ON
UlPtd8_HoPpD27uIQAWyfA,3,4.0,QC
NN7OUdRxgkoUvpI440UA7A,8,3.0,OH
g1j8COaztNostGlxssCCVA,8,4.0,ON
desFvtCBYm3gpiiHlrFw4g,50,4.5,ON
nsY7J0cdi6usTTswuy8hSA,64,2.0,AZ
y0TTPR0K5iB4oMkgVUH1ig,41,3.5,NC
j5FrpIeE3oCPyy-aFGiLSA,8,3.0,QC
soFL_DI38Z3xYQ_0qBKI3A,4,4.0,QC
aMuASmmI-Nhd6Z-KGgbCtA,3,1.0,ON
n_D9ni3-b7AfKH8AnCZp0A,8,3.5,ON
sbzT9vnawm0wdVjdXRNCsg,5,1.5,ON
R7JY7RRqxB9-s6vpRJYc9w,4,3.0,ON
oHgCHC8a3QNJiB4-Ld0_kg,96,4.0,ON
jCiV3XMOi4zwU_l68BFVVw,3,3.5,NV
ZPwx7ktiVluGFVg0L05n5A,351,4.5,NV
j4Tp1IwpiprXvLWlx8qUaA,4,3.0,PA
FW7uAWuXX7YNMHDJyotsgQ,45,3.5,AZ
nMV7Sn15I87tDlHJiSE92A,18,3.5,PA
RzPqAx9QLEccTpxJcLqyfg,19,4.5,NV
g8adhQQp3NDCA6GcHJ7szQ,109,3.5,AZ
y4ANVlBUkqjqS1J6dOM0vQ,17,2.0,AZ
HmSVbp9tpqIfqPDRNmI4og,13,2.5,ON
yr_llKYozx_HHIzAkqHyFQ,37,3.5,OH
C0c3ahJp1U4Jg_kgGoyXKw,50,3.0,PA
PZGMea3EZIG20k8mG1JJ1w,14,3.5,OH
mfhTOzsHShrvfa7DzTIDPA,5,3.0,PA
hMRtmulaw5sTylucTLTBDA,21,3.5,ON
IdaI8orCy7pyu5mzEHaCVA,14,2.0,NV
sNCVfhG0V3JoCGcKynESrg,11,4.0,NV
LyuDnoxI8yiPPmwcF62bfw,40,2.0,AZ
xKBRthCdZZMB1rEMGQx8lg,3,3.5,AB
_YI_reD2pzNiXQRT7pA7vw,4,2.0,ON
8pLFVmvY-4dzhrlLJQh20g,3,4.5,QC
KbtUNrTfQqGlCFVnpk2JAg,8,3.0,ON
a2OCO4yHDEifuKzjor_yRQ,66,3.0,NV
d9FdI_dQkJ6uiwpr524JcQ,37,3.0,NC
OwTaknDZt2hZ6r5NSkwx0A,6,3.5,QC
Xq4EkGqDyDG6Un0YY5vaVQ,6,3.0,AB
1vSag1McXH4KgRJHupJapw,19,2.5,QC
w-C9LX2gMSCHZzmrsHWrsg,24,3.0,PA
meWM6BeBKvoIj_L7TE1Ocg,6,3.5,OH
TLMysu1mWiLEslCBon5W1g,237,4.0,ON
7H2mRn5Z9v65Ii0juNWhww,64,4.0,AB
Nj5V-nBcSgcyco-hThF9HQ,14,2.5,ON
cKXMA7AoyvrFKaZzNOp0nA,162,4.0,NV
D-2t7fHQu6hNLjjfRHSZaA,785,4.0,AZ
plHBtiE24tHaxL_ozPW0CQ,3,4.5,ON
D8pKUXXpB693xiLbgqcuiQ,51,4.5,WI
lYCeqldIiOggsbByH3RRhw,37,2.5,NV
YjmbCvygeMj9dfJp6neQ_A,43,4.0,PA
OSqxmZQ3YoDm17KWXEKgew,13,3.5,ON
rhitftTt-4-zoByj1bVYMQ,39,4.0,OH
0EH_sUvRkgpa4cjHm3hQNQ,5,4.0,NV
6CZWoa243QGhfDW9jt6TkQ,35,4.0,NC
F9JDMhOEDsE0PnutWhGqAQ,7,2.0,OH
2JYszoQKgJj6pPbaN7cLwQ,37,3.5,PA
B5hl4fV8ZmwN2bLDgdr0Fw,152,3.5,PA
FhorgXn87xro7G9m-fXIwA,28,3.0,OH
D8PSQ9cSzf2VCkH0ELaR4A,50,4.0,AZ
3hwzqGSX44EXWN10j0V2Wg,19,4.0,NC
5Rga-U1cPfKHCFAPRg7FOw,10,3.0,PA
6--gCQ9zYrIMW-VsOM7XdQ,28,4.0,AZ
lcsfb0Sz5vzpBVShDsu2gw,52,3.5,NV
416PofBnxY9lgjaU_EgisQ,4,3.0,ON
OaI71LCkmeTsTN118_cGDw,5,3.0,ON
cbq_hs6zYd7tfWI6EnG_0g,3,3.5,AZ
gqGvV1NUVjtLeiCGV4NpDA,205,3.0,NV
EytLuPv39VGeQt_NJRJqYQ,36,3.5,NC
qu9mGrHooIcyo7Ly1cqDFA,4,4.0,QC
AhCQKemNBBTH8xToQ1yUZA,16,3.0,ON
RJzVydDCgBrz7Xz7nRaoqA,24,4.0,ON
b7XTyK_z8Nsl-uds_l6imQ,118,4.5,AZ
Ps-m4xYjx1dydW9EFIpi-w,3,5.0,ON
mGb55Zvkb3D8yooZpRkz3w,3,2.5,OH
X-dlBiQcv-BcKQPEvs3cig,49,4.0,AB
8v1nk5EcCyEKK61ohAh5Og,56,4.0,AZ
q9m74q6V7mNQyeCAa9UD8A,3,4.0,WI
8ys-TIaQkgc0K9FZzzPKWg,4,1.0,NC
kUIQabW7lPJfzhhmlGpj4A,3,5.0,AB
UWuB3vikQmf0-x2ZXjxdmg,75,3.0,AZ
z65wZ11iw7Y-WBZ9UDZhnA,83,4.0,NV
ebKhowqZmW7zX9WsYIPMWw,17,3.0,OH
pnwNhO2DuFzRPVzWzQSbCQ,18,3.0,ON
YH6hDo64_CfCcSBuCAivlg,9,2.0,PA
Cpsx6c52u6AoeP-8ezH9OQ,50,2.5,WI
a4b09m2PdOYhAA_m26Bb3w,8,3.0,ON
PBEUEK39haiJhQzuW4tnYQ,286,3.5,AZ
UOz8Ju8DGyYa0NvoS6DeAg,3,3.5,QC
wlQOv6QBeewTymYIsUirYA,17,1.5,ON
z0aWOd6qb3pUy3wwfkKR4g,5,4.0,ON
6ceiDk3BwxhXd2XtTWOX4g,3,5.0,OH
fO8xuUFcXPUbXBS0Wm72QQ,7,3.0,ON
yXLNyvE7fZPqXEfDx6BmEQ,20,2.5,AZ
ZUkboDzajRkpz-OqhXdVIw,9,2.0,OH
e-9f6vasnWh3z0uOq287Aw,16,2.0,AZ
Z1EMKsow2XgbgVYoGbX20g,5,4.5,AZ
Ms17VRbhM5Et6OEZnAUyxg,66,4.5,OH
wXXqG4igJeJwL9o5sjyMXQ,152,3.5,AZ
dgG4shOIEdpv8ZLkRaAYug,8,4.0,OH
XKzXbANurEvec3UzQRKcRg,4,2.5,ON
RzVHK8Jfcy8RvXjn_z3OBw,12,3.5,OH
l0rCp89DvD39-2BhErhyQw,8,3.5,AZ
afc3QwjxDI79Rglr5jYqMA,6,3.5,ON
zsgvTFimYf4stONAJOyePw,10,3.5,ON
JePAAhbOLBDI74VeePOBKw,81,4.0,PA
jTfUQxVzL1x7meAwkAgaxA,8,3.0,QC
YOCF_ZKz5BBPrsvjBGET-g,6,4.5,PA
SpQNr_ybDkzHuSYskKUpeA,10,3.0,PA
bLlcotXx91dw-U8R3HPrZw,47,3.5,NC
G0QB14AgsULMgwpvSI_P0Q,4,2.0,NC
NoF90rswXBHESSyDaWeKKA,676,4.5,PA
KfaVcE_jM8YkxiJMPdoRFg,30,2.5,QC
